day_of_week,period,carpark,hour,red,white
Thursday,Holiday,CP5B,18,9,0
Thursday,Holiday,CP5B,19,2,3
Thursday,Holiday,CP5B,20,1,4
Thursday,Holiday,CP5B,21,0,4
Thursday,Holiday,CP5B,22,0,3
Thursday,Holiday,CP5B,23,0,3
Friday,Holiday,CP5B,0,0,1
Friday,Holiday,CP5B,7,2,1
Friday,Holiday,CP5B,8,11,1
Friday,Holiday,CP5B,9,14,2
Friday,Holiday,CP5B,10,13,2
Friday,Holiday,CP5B,11,11,1
Friday,Holiday,CP5B,12,10,0
Friday,Holiday,CP5B,13,9,1
Friday,Holiday,CP5B,14,9,1
Friday,Holiday,CP5B,15,9,0
Friday,Holiday,CP5B,16,9,1
Friday,Holiday,CP5B,17,9,2
Friday,Holiday,CP5B,18,1,2
Friday,Holiday,CP5B,19,0,4
Friday,Holiday,CP5B,20,0,5
Friday,Holiday,CP5B,21,1,5
Friday,Holiday,CP5B,22,0,3
Friday,Holiday,CP5B,23,0,3
Saturday,Holiday,CP5B,1,0,1
Saturday,Holiday,CP5B,2,0,1
Saturday,Holiday,CP5B,3,0,1
Saturday,Holiday,CP5B,4,0,1
Saturday,Holiday,CP5B,5,0,1
Saturday,Holiday,CP5B,6,0,1
Saturday,Holiday,CP5B,7,0,1
Saturday,Holiday,CP5B,8,1,2
Saturday,Holiday,CP5B,9,1,2
Saturday,Holiday,CP5B,10,0,4
Saturday,Holiday,CP5B,11,0,2
Saturday,Holiday,CP5B,12,0,4
Saturday,Holiday,CP5B,13,0,3
Saturday,Holiday,CP5B,14,0,5
Saturday,Holiday,CP5B,15,0,4
Saturday,Holiday,CP5B,16,1,6
Saturday,Holiday,CP5B,17,2,6
Saturday,Holiday,CP5B,18,2,6
Saturday,Holiday,CP5B,19,1,3
Saturday,Holiday,CP5B,20,0,2
Saturday,Holiday,CP5B,22,0,1
Saturday,Holiday,CP5B,23,0,1
Sunday,Holiday,CP5B,0,0,1
Sunday,Holiday,CP5B,2,0,1
Sunday,Holiday,CP5B,6,0,1
Sunday,Holiday,CP5B,7,1,4
Sunday,Holiday,CP5B,8,1,4
Sunday,Holiday,CP5B,9,1,4
Sunday,Holiday,CP5B,10,1,3
Sunday,Holiday,CP5B,11,1,1
Sunday,Holiday,CP5B,12,0,2
Sunday,Holiday,CP5B,14,1,0
Sunday,Holiday,CP5B,15,1,1
Sunday,Holiday,CP5B,16,0,1
Sunday,Holiday,CP5B,17,0,2
Sunday,Holiday,CP5B,18,0,2
Sunday,Holiday,CP5B,19,0,1
Monday,Holiday,CP5B,1,0,1
Monday,Holiday,CP5B,7,1,1
Monday,Holiday,CP5B,8,11,1
Monday,Holiday,CP5B,9,13,4
Monday,Holiday,CP5B,10,14,2
Monday,Holiday,CP5B,11,14,2
Monday,Holiday,CP5B,12,12,1
Monday,Holiday,CP5B,13,12,3
Monday,Holiday,CP5B,14,13,3
Monday,Holiday,CP5B,15,13,2
Monday,Holiday,CP5B,16,14,0
Monday,Holiday,CP5B,17,13,1
Monday,Holiday,CP5B,18,11,0
Monday,Holiday,CP5B,19,2,0
Monday,Holiday,CP5B,20,0,1
Monday,Holiday,CP5B,21,0,1
Monday,Holiday,CP5B,22,0,1
Tuesday,Holiday,CP5B,7,3,0
Tuesday,Holiday,CP5B,8,10,0
Tuesday,Holiday,CP5B,9,12,1
Tuesday,Holiday,CP5B,10,10,1
Tuesday,Holiday,CP5B,11,10,2
Tuesday,Holiday,CP5B,12,10,2
Tuesday,Holiday,CP5B,13,7,2
Tuesday,Holiday,CP5B,14,8,2
Tuesday,Holiday,CP5B,15,7,2
Tuesday,Holiday,CP5B,16,10,0
Tuesday,Holiday,CP5B,17,10,1
Tuesday,Holiday,CP5B,18,7,2
Tuesday,Holiday,CP5B,19,3,4
Tuesday,Holiday,CP5B,20,2,4
Tuesday,Holiday,CP5B,21,1,2
Tuesday,Holiday,CP5B,22,0,2
Tuesday,Holiday,CP5B,23,0,2
Wednesday,Holiday,CP5B,1,0,1
Wednesday,Holiday,CP5B,7,2,0
Wednesday,Holiday,CP5B,8,10,1
Wednesday,Holiday,CP5B,9,10,2
Wednesday,Holiday,CP5B,10,10,3
Wednesday,Holiday,CP5B,11,10,1
Wednesday,Holiday,CP5B,12,11,0
Wednesday,Holiday,CP5B,13,11,1
Wednesday,Holiday,CP5B,14,11,1
Wednesday,Holiday,CP5B,15,13,0
Wednesday,Holiday,CP5B,16,14,1
Wednesday,Holiday,CP5B,17,13,2
Wednesday,Holiday,CP5B,18,9,0
Wednesday,Holiday,CP5B,19,3,4
Wednesday,Holiday,CP5B,20,2,5
Wednesday,Holiday,CP5B,21,0,3
Wednesday,Holiday,CP5B,22,0,1
Wednesday,Holiday,CP5B,23,0,1
Thursday,Holiday,CP5B,0,0,1
Thursday,Holiday,CP5B,7,2,1
Thursday,Holiday,CP5B,8,10,0
Thursday,Holiday,CP5B,9,12,1
Thursday,Holiday,CP5B,10,11,1
Thursday,Holiday,CP5B,11,10,4
Thursday,Holiday,CP5B,12,9,1
Thursday,Holiday,CP5B,13,10,0
Thursday,Holiday,CP5B,14,10,0
Thursday,Holiday,CP5B,15,12,0
Thursday,Holiday,CP5B,16,10,0
Thursday,Holiday,CP5B,17,10,0
Thursday,Holiday,CP5B,18,7,1
Thursday,Holiday,CP5B,19,5,2
Thursday,Holiday,CP5B,20,3,2
Thursday,Holiday,CP5B,21,0,1
Friday,Holiday,CP5B,7,2,0
Friday,Holiday,CP5B,8,10,0
Friday,Holiday,CP5B,9,13,1
Friday,Holiday,CP5B,10,12,1
Friday,Holiday,CP5B,11,14,1
Friday,Holiday,CP5B,12,14,1
Friday,Holiday,CP5B,13,10,1
Friday,Holiday,CP5B,14,9,2
Friday,Holiday,CP5B,15,9,2
Friday,Holiday,CP5B,16,10,0
Friday,Holiday,CP5B,17,10,0
Friday,Holiday,CP5B,18,2,5
Friday,Holiday,CP5B,19,2,1
Friday,Holiday,CP5B,20,2,1
Friday,Holiday,CP5B,21,2,3
Friday,Holiday,CP5B,22,1,2
Friday,Holiday,CP5B,23,0,1
Saturday,Holiday,CP5B,3,0,1
Saturday,Holiday,CP5B,6,0,2
Saturday,Holiday,CP5B,7,0,3
Saturday,Holiday,CP5B,8,0,4
Saturday,Holiday,CP5B,9,0,4
Saturday,Holiday,CP5B,10,0,3
Saturday,Holiday,CP5B,11,0,4
Saturday,Holiday,CP5B,12,0,1
Saturday,Holiday,CP5B,13,0,2
Saturday,Holiday,CP5B,14,0,1
Saturday,Holiday,CP5B,15,0,6
Saturday,Holiday,CP5B,16,0,5
Saturday,Holiday,CP5B,17,0,6
Saturday,Holiday,CP5B,18,0,5
Saturday,Holiday,CP5B,19,0,1
Sunday,Holiday,CP5B,6,0,3
Sunday,Holiday,CP5B,7,1,6
Sunday,Holiday,CP5B,8,1,14
Sunday,Holiday,CP5B,9,0,19
Sunday,Holiday,CP5B,10,0,16
Sunday,Holiday,CP5B,11,0,14
Sunday,Holiday,CP5B,12,0,7
Sunday,Holiday,CP5B,13,1,1
Sunday,Holiday,CP5B,14,2,2
Sunday,Holiday,CP5B,15,2,2
Sunday,Holiday,CP5B,16,0,3
Sunday,Holiday,CP5B,17,0,4
Sunday,Holiday,CP5B,18,0,3
Sunday,Holiday,CP5B,19,0,1
Monday,School,CP5B,7,6,0
Monday,School,CP5B,8,16,2
Monday,School,CP5B,9,17,5
Monday,School,CP5B,10,17,5
Monday,School,CP5B,11,16,3
Monday,School,CP5B,12,16,2
Monday,School,CP5B,13,16,2
Monday,School,CP5B,14,14,1
Monday,School,CP5B,15,14,3
Monday,School,CP5B,16,15,1
Monday,School,CP5B,17,15,5
Monday,School,CP5B,18,12,2
Monday,School,CP5B,19,1,6
Monday,School,CP5B,20,0,3
Monday,School,CP5B,21,0,3
Monday,School,CP5B,22,0,3
Tuesday,School,CP5B,7,1,0
Tuesday,School,CP5B,8,10,1
Tuesday,School,CP5B,9,12,2
Tuesday,School,CP5B,10,11,1
Tuesday,School,CP5B,11,9,1
Tuesday,School,CP5B,12,9,1
Tuesday,School,CP5B,13,9,1
Tuesday,School,CP5B,14,12,2
Tuesday,School,CP5B,15,14,3
Tuesday,School,CP5B,16,14,1
Tuesday,School,CP5B,17,9,1
Tuesday,School,CP5B,18,7,0
Tuesday,School,CP5B,19,0,11
Tuesday,School,CP5B,20,0,6
Tuesday,School,CP5B,21,0,4
Tuesday,School,CP5B,22,0,3
Wednesday,School,CP5B,7,1,0
Wednesday,School,CP5B,8,10,1
Wednesday,School,CP5B,9,16,2
Wednesday,School,CP5B,10,16,3
Wednesday,School,CP5B,11,15,6
Wednesday,School,CP5B,12,17,5
Wednesday,School,CP5B,13,13,3
Wednesday,School,CP5B,14,11,0
Wednesday,School,CP5B,15,13,1
Wednesday,School,CP5B,16,13,2
Wednesday,School,CP5B,17,13,2
Wednesday,School,CP5B,18,11,0
Wednesday,School,CP5B,19,4,6
Wednesday,School,CP5B,20,4,8
Wednesday,School,CP5B,21,1,5
Wednesday,School,CP5B,22,1,3
Thursday,School,CP5B,7,3,0
Thursday,School,CP5B,8,10,0
Thursday,School,CP5B,9,12,0
Thursday,School,CP5B,10,11,1
Thursday,School,CP5B,11,11,2
Thursday,School,CP5B,12,11,0
Thursday,School,CP5B,13,14,2
Thursday,School,CP5B,14,15,3
Thursday,School,CP5B,15,15,4
Thursday,School,CP5B,16,12,2
Thursday,School,CP5B,17,13,1
Thursday,School,CP5B,18,5,1
Thursday,School,CP5B,19,2,10
Thursday,School,CP5B,20,1,4
Thursday,School,CP5B,21,0,2
Thursday,School,CP5B,22,0,1
Thursday,School,CP5B,23,0,1
Friday,School,CP5B,0,0,1
Friday,School,CP5B,7,3,0
Friday,School,CP5B,8,14,1
Friday,School,CP5B,9,15,1
Friday,School,CP5B,10,11,0
Friday,School,CP5B,11,12,1
Friday,School,CP5B,12,10,1
Friday,School,CP5B,13,12,1
Friday,School,CP5B,14,11,0
Friday,School,CP5B,15,11,1
Friday,School,CP5B,16,12,2
Friday,School,CP5B,17,11,2
Friday,School,CP5B,18,3,1
Friday,School,CP5B,19,3,3
Friday,School,CP5B,20,1,5
Friday,School,CP5B,21,1,5
Friday,School,CP5B,22,1,5
Friday,School,CP5B,23,1,4
Saturday,School,CP5B,0,1,1
Saturday,School,CP5B,1,1,1
Saturday,School,CP5B,2,1,0
Saturday,School,CP5B,3,1,0
Saturday,School,CP5B,4,1,0
Saturday,School,CP5B,5,1,0
Saturday,School,CP5B,6,1,0
Saturday,School,CP5B,7,2,0
Saturday,School,CP5B,8,5,2
Saturday,School,CP5B,9,7,4
Saturday,School,CP5B,10,9,9
Saturday,School,CP5B,11,8,10
Saturday,School,CP5B,12,8,15
Saturday,School,CP5B,13,7,17
Saturday,School,CP5B,14,5,18
Saturday,School,CP5B,15,6,19
Saturday,School,CP5B,16,5,13
Saturday,School,CP5B,17,6,9
Saturday,School,CP5B,18,5,9
Saturday,School,CP5B,19,0,17
Saturday,School,CP5B,20,0,1
Saturday,School,CP5B,22,0,1
Sunday,School,CP5B,7,0,1
Sunday,School,CP5B,8,1,4
Sunday,School,CP5B,9,1,5
Sunday,School,CP5B,10,1,6
Sunday,School,CP5B,11,1,4
Sunday,School,CP5B,12,0,3
Sunday,School,CP5B,13,1,3
Sunday,School,CP5B,14,0,3
Sunday,School,CP5B,15,0,3
Sunday,School,CP5B,16,0,1
Sunday,School,CP5B,17,0,2
Sunday,School,CP5B,18,1,1
Sunday,School,CP5B,19,1,1
Monday,School,CP5B,7,2,0
Monday,School,CP5B,8,14,0
Monday,School,CP5B,9,14,0
Monday,School,CP5B,10,13,2
Monday,School,CP5B,11,11,3
Monday,School,CP5B,12,9,1
Monday,School,CP5B,13,9,2
Monday,School,CP5B,14,10,3
Monday,School,CP5B,15,9,4
Monday,School,CP5B,16,9,0
Monday,School,CP5B,17,11,0
Monday,School,CP5B,18,9,1
Monday,School,CP5B,19,3,3
Monday,School,CP5B,20,1,4
Monday,School,CP5B,21,1,3
Monday,School,CP5B,22,0,1
Monday,School,CP5B,23,0,1
Tuesday,School,CP5B,7,4,0
Tuesday,School,CP5B,8,13,0
Tuesday,School,CP5B,9,14,2
Tuesday,School,CP5B,10,14,2
Tuesday,School,CP5B,11,12,4
Tuesday,School,CP5B,12,12,1
Tuesday,School,CP5B,13,13,1
Tuesday,School,CP5B,14,13,2
Tuesday,School,CP5B,15,14,0
Tuesday,School,CP5B,16,16,1
Tuesday,School,CP5B,17,15,2
Tuesday,School,CP5B,18,9,4
Tuesday,School,CP5B,19,6,4
Tuesday,School,CP5B,20,5,3
Tuesday,School,CP5B,21,1,5
Tuesday,School,CP5B,22,0,3
Wednesday,School,CP5B,7,2,0
Wednesday,School,CP5B,8,10,0
Wednesday,School,CP5B,9,10,0
Wednesday,School,CP5B,10,7,1
Wednesday,School,CP5B,11,8,0
Wednesday,School,CP5B,12,6,1
Wednesday,School,CP5B,13,7,0
Wednesday,School,CP5B,14,6,0
Wednesday,School,CP5B,15,5,1
Wednesday,School,CP5B,16,8,1
Wednesday,School,CP5B,17,9,1
Wednesday,School,CP5B,18,9,0
Wednesday,School,CP5B,19,5,6
Wednesday,School,CP5B,20,2,9
Wednesday,School,CP5B,21,0,7
Wednesday,School,CP5B,22,0,2
Wednesday,School,CP5B,23,0,1
Thursday,School,CP5B,7,4,0
Thursday,School,CP5B,8,9,1
Thursday,School,CP5B,9,10,1
Thursday,School,CP5B,10,13,2
Thursday,School,CP5B,11,13,1
Thursday,School,CP5B,12,11,1
Thursday,School,CP5B,13,10,1
Thursday,School,CP5B,14,9,0
Thursday,School,CP5B,15,9,2
Thursday,School,CP5B,16,11,1
Thursday,School,CP5B,17,10,1
Thursday,School,CP5B,18,8,0
Thursday,School,CP5B,19,6,1
Thursday,School,CP5B,20,2,4
Thursday,School,CP5B,21,0,7
Thursday,School,CP5B,22,0,7
Thursday,School,CP5B,23,0,2
Friday,School,CP5B,1,0,1
Friday,School,CP5B,2,0,1
Friday,School,CP5B,3,0,1
Friday,School,CP5B,7,3,0
Friday,School,CP5B,8,9,1
Friday,School,CP5B,9,10,1
Friday,School,CP5B,10,10,1
Friday,School,CP5B,11,10,0
Friday,School,CP5B,12,10,0
Friday,School,CP5B,13,8,0
Friday,School,CP5B,14,8,0
Friday,School,CP5B,15,9,0
Friday,School,CP5B,16,11,1
Friday,School,CP5B,17,11,1
Friday,School,CP5B,18,7,3
Friday,School,CP5B,19,5,5
Friday,School,CP5B,20,1,16
Friday,School,CP5B,21,1,10
Friday,School,CP5B,22,0,9
Friday,School,CP5B,23,0,3
Saturday,School,CP5B,6,1,2
Saturday,School,CP5B,7,1,4
Saturday,School,CP5B,8,2,5
Saturday,School,CP5B,9,2,7
Saturday,School,CP5B,10,2,5
Saturday,School,CP5B,11,2,4
Saturday,School,CP5B,12,2,6
Saturday,School,CP5B,13,2,6
Saturday,School,CP5B,14,2,10
Saturday,School,CP5B,15,2,4
Saturday,School,CP5B,16,2,9
Saturday,School,CP5B,17,3,15
Saturday,School,CP5B,18,3,10
Saturday,School,CP5B,19,1,3
Saturday,School,CP5B,20,0,9
Sunday,School,CP5B,0,0,1
Sunday,School,CP5B,1,0,1
Sunday,School,CP5B,2,0,1
Sunday,School,CP5B,6,0,2
Sunday,School,CP5B,7,0,7
Sunday,School,CP5B,8,0,14
Sunday,School,CP5B,9,0,14
Sunday,School,CP5B,10,0,14
Sunday,School,CP5B,11,0,6
Sunday,School,CP5B,12,0,4
Sunday,School,CP5B,13,0,1
Sunday,School,CP5B,14,1,2
Sunday,School,CP5B,15,1,2
Sunday,School,CP5B,16,1,3
Sunday,School,CP5B,17,0,5
Sunday,School,CP5B,18,0,4
Sunday,School,CP5B,19,0,2
Monday,School,CP5B,7,2,0
Monday,School,CP5B,8,7,0
Monday,School,CP5B,9,9,0
Monday,School,CP5B,10,11,1
Monday,School,CP5B,11,9,0
Monday,School,CP5B,12,6,0
Monday,School,CP5B,13,8,1
Monday,School,CP5B,14,8,1
Monday,School,CP5B,15,8,0
Monday,School,CP5B,16,8,1
Monday,School,CP5B,17,9,2
Monday,School,CP5B,18,9,1
Monday,School,CP5B,19,4,2
Monday,School,CP5B,20,1,3
Monday,School,CP5B,21,0,3
Monday,School,CP5B,22,0,1
Tuesday,School,CP5B,7,2,0
Tuesday,School,CP5B,8,8,1
Tuesday,School,CP5B,9,9,1
Tuesday,School,CP5B,10,11,1
Tuesday,School,CP5B,11,11,2
Tuesday,School,CP5B,12,10,2
Tuesday,School,CP5B,13,14,2
Tuesday,School,CP5B,14,15,3
Tuesday,School,CP5B,15,14,1
Tuesday,School,CP5B,16,14,1
Tuesday,School,CP5B,17,11,1
Tuesday,School,CP5B,18,9,2
Tuesday,School,CP5B,19,7,3
Tuesday,School,CP5B,20,5,3
Tuesday,School,CP5B,21,0,6
Tuesday,School,CP5B,22,0,3
Tuesday,School,CP5B,23,0,1
Wednesday,School,CP5B,7,1,0
Wednesday,School,CP5B,8,9,0
Wednesday,School,CP5B,9,9,1
Wednesday,School,CP5B,10,9,3
Wednesday,School,CP5B,11,12,1
Wednesday,School,CP5B,12,12,1
Wednesday,School,CP5B,13,10,0
Wednesday,School,CP5B,14,9,1
Wednesday,School,CP5B,15,10,0
Wednesday,School,CP5B,16,11,2
Wednesday,School,CP5B,17,13,2
Wednesday,School,CP5B,18,11,0
Wednesday,School,CP5B,19,5,1
Wednesday,School,CP5B,20,3,2
Wednesday,School,CP5B,21,1,2
Wednesday,School,CP5B,22,1,0
Thursday,School,CP5B,7,2,0
Thursday,School,CP5B,8,14,0
Thursday,School,CP5B,9,14,0
Thursday,School,CP5B,10,16,2
Thursday,School,CP5B,11,16,3
Thursday,School,CP5B,12,12,2
Thursday,School,CP5B,13,10,3
Thursday,School,CP5B,14,13,2
Thursday,School,CP5B,15,13,2
Thursday,School,CP5B,16,12,1
Thursday,School,CP5B,17,12,1
Thursday,School,CP5B,18,10,0
Thursday,School,CP5B,19,8,0
Thursday,School,CP5B,20,5,3
Thursday,School,CP5B,21,0,4
Thursday,School,CP5B,22,0,3
Thursday,School,CP5B,23,0,3
Friday,School,CP5B,1,0,1
Friday,School,CP5B,2,0,1
Friday,School,CP5B,8,10,1
Friday,School,CP5B,9,12,2
Friday,School,CP5B,10,12,2
Friday,School,CP5B,11,12,1
Friday,School,CP5B,12,10,1
Friday,School,CP5B,13,10,1
Friday,School,CP5B,14,8,2
Friday,School,CP5B,15,9,0
Friday,School,CP5B,16,10,2
Friday,School,CP5B,17,10,1
Friday,School,CP5B,18,3,1
Friday,School,CP5B,19,2,4
Friday,School,CP5B,20,1,9
Friday,School,CP5B,21,1,11
Friday,School,CP5B,22,0,9
Friday,School,CP5B,23,0,2
Saturday,School,CP5B,7,0,1
Saturday,School,CP5B,8,0,2
Saturday,School,CP5B,9,1,3
Saturday,School,CP5B,10,1,5
Saturday,School,CP5B,11,0,3
Saturday,School,CP5B,12,0,3
Saturday,School,CP5B,13,0,3
Saturday,School,CP5B,14,0,1
Saturday,School,CP5B,15,1,0
Saturday,School,CP5B,16,1,2
Saturday,School,CP5B,17,0,3
Saturday,School,CP5B,18,0,4
Saturday,School,CP5B,19,0,4
Saturday,School,CP5B,20,0,2
Sunday,School,CP5B,6,0,1
Sunday,School,CP5B,7,0,2
Sunday,School,CP5B,8,0,8
Sunday,School,CP5B,9,0,11
Sunday,School,CP5B,10,0,10
Sunday,School,CP5B,11,1,8
Sunday,School,CP5B,12,1,6
Sunday,School,CP5B,13,1,4
Sunday,School,CP5B,14,1,4
Sunday,School,CP5B,15,0,1
Sunday,School,CP5B,16,0,4
Sunday,School,CP5B,17,1,4
Sunday,School,CP5B,18,1,2
Sunday,School,CP5B,19,0,2
Sunday,School,CP5B,20,0,2
Sunday,School,CP5B,21,0,2
Sunday,School,CP5B,22,0,2
Sunday,School,CP5B,23,0,1
Monday,School,CP5B,0,0,1
Monday,School,CP5B,6,0,1
Monday,School,CP5B,7,2,1
Monday,School,CP5B,8,9,0
Monday,School,CP5B,9,11,0
Monday,School,CP5B,10,12,0
Monday,School,CP5B,11,12,0
Monday,School,CP5B,12,11,1
Monday,School,CP5B,13,10,1
Monday,School,CP5B,14,10,1
Monday,School,CP5B,15,9,0
Monday,School,CP5B,16,8,0
Monday,School,CP5B,17,11,0
Monday,School,CP5B,18,9,0
Monday,School,CP5B,19,4,0
Monday,School,CP5B,20,0,6
Monday,School,CP5B,21,0,5
Monday,School,CP5B,22,0,4
Monday,School,CP5B,23,0,2
Tuesday,School,CP5B,7,2,0
Tuesday,School,CP5B,8,8,1
Tuesday,School,CP5B,9,9,3
Tuesday,School,CP5B,10,11,5
Tuesday,School,CP5B,11,12,3
Tuesday,School,CP5B,12,9,2
Tuesday,School,CP5B,13,9,4
Tuesday,School,CP5B,14,9,4
Tuesday,School,CP5B,15,11,1
Tuesday,School,CP5B,16,13,0
Tuesday,School,CP5B,17,12,1
Tuesday,School,CP5B,18,11,1
Tuesday,School,CP5B,19,5,3
Tuesday,School,CP5B,20,1,5
Tuesday,School,CP5B,21,0,5
Tuesday,School,CP5B,22,0,2
Wednesday,School,CP5B,7,2,0
Wednesday,School,CP5B,8,9,1
Wednesday,School,CP5B,9,11,1
Wednesday,School,CP5B,10,10,1
Wednesday,School,CP5B,11,10,1
Wednesday,School,CP5B,12,11,1
Wednesday,School,CP5B,13,9,2
Wednesday,School,CP5B,14,9,2
Wednesday,School,CP5B,15,8,1
Wednesday,School,CP5B,16,11,0
Wednesday,School,CP5B,17,11,2
Wednesday,School,CP5B,18,10,1
Wednesday,School,CP5B,19,5,4
Wednesday,School,CP5B,20,5,2
Wednesday,School,CP5B,21,1,4
Wednesday,School,CP5B,22,0,3
Wednesday,School,CP5B,23,0,2
Thursday,School,CP5B,0,0,1
Thursday,School,CP5B,7,2,0
Thursday,School,CP5B,8,13,2
Thursday,School,CP5B,9,13,2
Thursday,School,CP5B,10,10,3
Thursday,School,CP5B,11,10,3
Thursday,School,CP5B,12,9,2
Thursday,School,CP5B,13,9,3
Thursday,School,CP5B,14,10,1
Thursday,School,CP5B,15,9,1
Thursday,School,CP5B,16,11,2
Thursday,School,CP5B,17,12,0
Thursday,School,CP5B,18,9,0
Thursday,School,CP5B,19,5,2
Thursday,School,CP5B,20,2,2
Thursday,School,CP5B,21,0,4
Thursday,School,CP5B,22,0,3
Thursday,School,CP5B,23,0,2
Friday,School,CP5B,0,0,1
Friday,School,CP5B,7,3,0
Friday,School,CP5B,8,9,1
Friday,School,CP5B,9,9,4
Friday,School,CP5B,10,9,6
Friday,School,CP5B,11,9,6
Friday,School,CP5B,12,7,2
Friday,School,CP5B,13,7,2
Friday,School,CP5B,14,7,1
Friday,School,CP5B,15,8,1
Friday,School,CP5B,16,8,2
Friday,School,CP5B,17,9,3
Friday,School,CP5B,18,6,3
Friday,School,CP5B,19,1,6
Friday,School,CP5B,20,0,13
Friday,School,CP5B,21,0,13
Friday,School,CP5B,22,0,7
Friday,School,CP5B,23,0,3
Saturday,School,CP5B,1,0,1
Saturday,School,CP5B,2,0,1
Saturday,School,CP5B,3,0,1
Saturday,School,CP5B,4,0,1
Saturday,School,CP5B,8,2,1
Saturday,School,CP5B,9,3,1
Saturday,School,CP5B,10,2,2
Saturday,School,CP5B,11,1,2
Saturday,School,CP5B,12,1,3
Saturday,School,CP5B,13,0,4
Saturday,School,CP5B,14,0,2
Saturday,School,CP5B,15,0,2
Saturday,School,CP5B,16,1,1
Saturday,School,CP5B,17,1,3
Saturday,School,CP5B,18,1,2
Saturday,School,CP5B,19,0,1
Saturday,School,CP5B,22,0,1
Saturday,School,CP5B,23,0,1
Sunday,School,CP5B,7,0,1
Sunday,School,CP5B,8,0,10
Sunday,School,CP5B,9,0,11
Sunday,School,CP5B,10,0,9
Sunday,School,CP5B,11,0,4
Sunday,School,CP5B,14,1,1
Sunday,School,CP5B,15,1,2
Sunday,School,CP5B,16,0,5
Sunday,School,CP5B,17,1,4
Sunday,School,CP5B,18,1,4
Sunday,School,CP5B,19,0,2
Sunday,School,CP5B,20,0,1
Sunday,School,CP5B,21,0,1
Sunday,School,CP5B,22,0,1
Sunday,School,CP5B,23,0,2
Monday,School,CP5B,0,0,2
Monday,School,CP5B,7,1,1
Monday,School,CP5B,8,10,1
Monday,School,CP5B,9,15,1
Monday,School,CP5B,10,14,2
Monday,School,CP5B,11,12,1
Monday,School,CP5B,12,8,0
Monday,School,CP5B,13,8,0
Monday,School,CP5B,14,8,2
Monday,School,CP5B,15,8,2
Monday,School,CP5B,16,8,1
Monday,School,CP5B,17,8,0
Monday,School,CP5B,18,8,0
Monday,School,CP5B,19,1,2
Monday,School,CP5B,20,1,3
Monday,School,CP5B,21,1,2
Monday,School,CP5B,22,0,1
Tuesday,School,CP5B,7,3,0
Tuesday,School,CP5B,8,8,1
Tuesday,School,CP5B,9,9,1
Tuesday,School,CP5B,10,9,2
Tuesday,School,CP5B,11,11,2
Tuesday,School,CP5B,12,11,2
Tuesday,School,CP5B,13,12,1
Tuesday,School,CP5B,14,12,2
Tuesday,School,CP5B,15,9,5
Tuesday,School,CP5B,16,11,3
Tuesday,School,CP5B,17,13,2
Tuesday,School,CP5B,18,9,2
Tuesday,School,CP5B,19,3,3
Tuesday,School,CP5B,20,1,3
Tuesday,School,CP5B,21,0,5
Tuesday,School,CP5B,22,0,3
Wednesday,School,CP5B,7,2,0
Wednesday,School,CP5B,8,14,0
Wednesday,School,CP5B,9,14,1
Wednesday,School,CP5B,10,12,2
Wednesday,School,CP5B,11,10,2
Wednesday,School,CP5B,12,11,2
Wednesday,School,CP5B,13,11,2
Wednesday,School,CP5B,14,11,2
Wednesday,School,CP5B,15,9,2
Wednesday,School,CP5B,16,11,1
Wednesday,School,CP5B,17,13,0
Wednesday,School,CP5B,18,9,1
Wednesday,School,CP5B,19,3,5
Wednesday,School,CP5B,20,1,8
Wednesday,School,CP5B,21,0,7
Wednesday,School,CP5B,22,0,2
Wednesday,School,CP5B,23,0,1
Thursday,School,CP5B,7,2,0
Thursday,School,CP5B,8,13,1
Thursday,School,CP5B,9,14,1
Thursday,School,CP5B,10,11,2
Thursday,School,CP5B,11,10,3
Thursday,School,CP5B,12,10,2
Thursday,School,CP5B,13,10,2
Thursday,School,CP5B,14,12,2
Thursday,School,CP5B,15,12,2
Thursday,School,CP5B,16,12,2
Thursday,School,CP5B,17,11,2
Thursday,School,CP5B,18,6,1
Thursday,School,CP5B,19,2,1
Thursday,School,CP5B,20,1,2
Thursday,School,CP5B,21,0,1
Thursday,School,CP5B,22,0,1
Friday,School,CP5B,6,0,1
Friday,School,CP5B,7,1,1
Friday,School,CP5B,8,10,1
Friday,School,CP5B,9,12,0
Friday,School,CP5B,10,11,0
Friday,School,CP5B,11,8,1
Friday,School,CP5B,12,9,1
Friday,School,CP5B,13,8,1
Friday,School,CP5B,14,10,1
Friday,School,CP5B,15,12,1
Friday,School,CP5B,16,10,1
Friday,School,CP5B,17,8,2
Friday,School,CP5B,18,1,2
Friday,School,CP5B,19,0,2
Friday,School,CP5B,20,0,4
Friday,School,CP5B,21,0,5
Friday,School,CP5B,22,0,4
Friday,School,CP5B,23,0,1
Saturday,School,CP5B,2,0,1
Saturday,School,CP5B,8,1,2
Saturday,School,CP5B,9,2,3
Saturday,School,CP5B,10,2,3
Saturday,School,CP5B,11,2,2
Saturday,School,CP5B,12,1,1
Saturday,School,CP5B,13,0,2
Saturday,School,CP5B,14,0,2
Saturday,School,CP5B,15,1,5
Saturday,School,CP5B,16,2,3
Saturday,School,CP5B,17,2,3
Saturday,School,CP5B,18,0,2
Saturday,School,CP5B,22,0,1
Saturday,School,CP5B,23,0,1
Sunday,School,CP5B,6,0,1
Sunday,School,CP5B,7,0,4
